Name	Compound	Data.File	Acq..Date.Time	Pos.	Type	Vol.	Level	FWHM	Area	RT	SN_ratio	Calculated_Concentration	Time	Concentration_volumn_adjust	LOD	Area_mean	Max_Area	Within_detection	Factor	Calculated_concentration_reNorm	Factor_pqn	Calculated_concentration_reNorm_pqn
Blasche-S3_P3-A1	Isoleucine	Blasche-S3_P3-A1.d	11/7/23 23:31	P3-A1	Sample	0.2	0	0.057	369194	1.289	209.92	23.9833	111	119.9165	0.16	3871.66666666667	1031824.33333333	Yes	0.989847668236452	121.146418633937	1.05333353446006	113.844756743143
Blasche-S3_P3-A1	Arginine	Blasche-S3_P3-A1.d	11/7/23 23:31	P3-A1	Sample	0.2	0	0.056	199908	2.327	482.84	170.021	111	850.105	0.16	2433	150733	Upper	0.989847668236452	858.824066853213	1.05333353446006	807.061554757931
Blasche-S3_P3-A1	Methionine	Blasche-S3_P3-A1.d	11/7/23 23:31	P3-A1	Sample	0.2	0	0.048	13682	1.43	8	10.774	111	53.87	0.16	354.333333333333	55165.6666666667	Yes	0.989847668236452	54.4225154320732	1.05333353446006	51.1423952980041
Blasche-S3_P3-A1	Pyridoxamine	Blasche-S3_P3-A1.d	11/7/23 23:31	P3-A1	Sample	0.2	0	0.063	1200	1.822	26.48	0.0025	111	0.0125	0.16	59651.6666666667	5190994	Lower	0.989847668236452	0.0126282057341919	1.05333353446006	0.0118670863416568
Blasche-S3_P3-A1	Agmatine	Blasche-S3_P3-A1.d	11/7/23 23:31	P3-A1	Sample	0.2	0	0.037	4403	2.11	100.96	0.0157	111	0.0785	0.16	49151.3333333333	1493261.33333333	Lower	0.989847668236452	0.0793051320107249	1.05333353446006	0.0745253022256046
Blasche-S3_P3-A1	GABA	Blasche-S3_P3-A1.d	11/7/23 23:31	P3-A1	Sample	0.2	0	0.04	1617	2.153	63.49	0.8441	111	4.2205	0.16	465.333333333333	29886.6666666667	Yes	0.989847668236452	4.26378738409254	1.05333353446006	4.006803032397
Blasche-S3_P3-A1	Pyridoxine	Blasche-S3_P3-A1.d	11/7/23 23:31	P3-A1	Sample	0.2	0	0.052	1791	0.533	183.69	0.0029	111	0.0145	0.16	103557.666666667	5421523.66666667	Lower	0.989847668236452	0.0146487186516626	1.05333353446006	0.0137658201563219
Blasche-S3_P3-A1	Histidine	Blasche-S3_P3-A1.d	11/7/23 23:31	P3-A1	Sample	0.2	0	0.042	38270	2.301	338.6	4.2491	111	21.2455	0.8	3225	427967.333333333	Yes	0.989847668236452	21.4634035940618	1.05333353446006	20.1697746297335
Blasche-S3_P3-A1	Phenylalanine	Blasche-S3_P3-A1.d	11/7/23 23:31	P3-A1	Sample	0.2	0	0.056	175596	1.203	371.8	22.4685	111	112.3425	0.16	1648.33333333333	642319.333333333	Yes	0.989847668236452	113.494736215476	1.05333353446006	106.654251787006
Blasche-S3_P3-A1	Asparagine	Blasche-S3_P3-A1.d	11/7/23 23:31	P3-A1	Sample	0.2	0	0.036	3478	2.052	933.39	11.744	111	58.72	0.16	27.3333333333333	29612	Yes	0.989847668236452	59.3222592569397	1.05333353446006	55.7468247985669
Blasche-S3_P3-A1	Proline	Blasche-S3_P3-A1.d	11/7/23 23:31	P3-A1	Sample	0.2	0	0.082	47134	2.324	41.55	11.2078	111	56.039	0.8	2227	186747.333333333	Yes	0.989847668236452	56.6137616910702	1.05333353446006	53.2015721200084
Blasche-S3_P3-A1	AABA	Blasche-S3_P3-A1.d	11/7/23 23:31	P3-A1	Sample	0.2	0	0.04	5373	1.662	105.97	1.1928	111	5.964	0.16	833	442076.333333333	Yes	0.989847668236452	6.02516951989762	1.05333353446006	5.66202423533128
Blasche-S3_P3-A1	Leucine	Blasche-S3_P3-A1.d	11/7/23 23:31	P3-A1	Sample	0.2	0	0.056	684523	1.194	18031.1	59.9039	111	299.5195	0.16	4180.66666666667	1064541.66666667	Yes	0.989847668236452	302.591509392182	1.05333353446006	284.35390140079
Blasche-S3_P3-A1	Pyridoxal	Blasche-S3_P3-A1.d	11/7/23 23:31	P3-A1	Sample	0.2	0	0.076	536	0.428	9.6	0.0011	111	0.0055	0.16	63937	3253749.33333333	Lower	0.989847668236452	0.00555641052304442	1.05333353446006	0.00522151799032898
Blasche-S3_P3-A1	Tryptophan	Blasche-S3_P3-A1.d	11/7/23 23:31	P3-A1	Sample	0.2	0	0.051	65020	1.281	194.65	6.149	111	30.745	0.16	1417.33333333333	831942	Yes	0.989847668236452	31.0603348238183	1.05333353446006	29.188285565939
Blasche-S3_P3-A1	Ornithine	Blasche-S3_P3-A1.d	11/7/23 23:31	P3-A1	Sample	0.2	0	0.04	7482	2.383	86.17	2.1856	111	10.928	0.16	361	134187.333333333	Yes	0.989847668236452	11.0400825810599	1.05333353446006	10.37468156333
Blasche-S3_P3-A1	Serine	Blasche-S3_P3-A1.d	11/7/23 23:31	P3-A1	Sample	0.2	0	0.037	15461	2.027	1593.42	24.3175	111	121.5875	0.16	149.333333333333	56241.6666666667	Yes	0.989847668236452	122.834557176484	1.05333353446006	115.431148845296
Blasche-S3_P3-A1	Glycine	Blasche-S3_P3-A1.d	11/7/23 23:31	P3-A1	Sample	0.2	0	0.039	1677	1.919	277.63	62.3743	111	311.8715	0.16	24.3333333333333	2570.66666666667	Yes	0.989847668236452	315.070197170481	1.05333353446006	296.080481440161
Blasche-S3_P3-A1	Citrulline	Blasche-S3_P3-A1.d	11/7/23 23:31	P3-A1	Sample	0.2	0	0.038	909	2.092	115.15	0.543	111	2.715	0.16	313.666666666667	398619.333333333	Yes	0.989847668236452	2.74284628546647	1.05333353446006	2.57753115340785
Blasche-S3_P3-A1	Valine	Blasche-S3_P3-A1.d	11/7/23 23:31	P3-A1	Sample	0.2	0	0.043	245951	1.505	275.14	51.8432	111	259.216	0.16	2533.33333333333	417411	Yes	0.989847668236452	261.874638207542	1.05333353446006	246.091092251112
Blasche-S3_P3-A1	Threonine	Blasche-S3_P3-A1.d	11/7/23 23:31	P3-A1	Sample	0.2	0	0.041	23225	1.881	1118.64	12.5115	111	62.5575	0.16	324	167510	Yes	0.989847668236452	63.1991184173366	1.05333353446006	59.3900203054555
Blasche-S3_P3-A1	Dopamine	Blasche-S3_P3-A1.d	11/7/23 23:31	P3-A1	Sample	0.2	0	0.046	340	0.907	19.57	0.0061	111	0.0305	0.16	9271.66666666667	3151562.33333333	Lower	0.989847668236452	0.0308128219914281	1.05333353446006	0.0289556906736425
Blasche-S3_P3-A10	Pyridoxal	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.056	418	0.428	25	8e-04	38	0.004	0.16	63937	3253749.33333333	Lower	1.05567009296362	0.00378906253635609	0.976063520472036	0.00409809394174014
Blasche-S3_P3-A10	Tyrosine	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.039	4235	1.597	27.9	1.2131	38	6.0655	0.064	258	151604	Yes	1.05567009296362	5.74563970356697	0.976063520472036	6.2142472009062
Blasche-S3_P3-A10	Nicotinic Acid	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.039	3839	0.419	582.18	0.0605	38	0.3025	0.16	9843	1128558	Lower	1.05567009296362	0.286547854311929	0.976063520472036	0.309918354344098
Blasche-S3_P3-A10	Threonine	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.04	21874	1.881	1977.02	11.771	38	58.855	0.16	324	167510	Yes	1.05567009296362	55.7513188943094	0.976063520472036	60.2983297352789
Blasche-S3_P3-A10	Arginine	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.055	191643	2.327	256.98	156.9576	38	784.788	0.16	2433	150733	Upper	1.05567009296362	743.402702445456	0.976063520472036	804.03373708759
Blasche-S3_P3-A10	Serine	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.037	14069	2.027	616.01	21.9272	38	109.636	0.16	149.333333333333	56241.6666666667	Yes	1.05567009296362	103.854415058984	0.976063520472036	112.324656849155
Blasche-S3_P3-A10	AABA	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.039	4962	1.662	65.82	1.1012	38	5.506	0.16	833	442076.333333333	Yes	1.05567009296362	5.21564458129416	0.976063520472036	5.6410263108053
Blasche-S3_P3-A10	Citrulline	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.037	665	2.092	89.13	0.3885	38	1.9425	0.16	313.666666666667	398619.333333333	Yes	1.05567009296362	1.84006349421793	0.976063520472036	1.99013687045755
Blasche-S3_P3-A10	Pyridoxine	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.052	1427	0.533	162.6	0.0022	38	0.011	0.16	103557.666666667	5421523.66666667	Lower	1.05567009296362	0.0104199219749793	0.976063520472036	0.0112697583397854
Blasche-S3_P3-A10	Tryptophan	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.048	64366	1.287	18020.52	6.087	38	30.435	0.16	1417.33333333333	831942	Yes	1.05567009296362	28.8300295734994	0.976063520472036	31.1813722792153
Blasche-S3_P3-A10	Homoserine	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.039	288	1.908	17.5	0.7239	38	3.6195	0.16	74.3333333333333	35731	Yes	1.05567009296362	3.42862796258522	0.976063520472036	3.70826275553211
Blasche-S3_P3-A10	Asparagine	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.037	3318	2.052	30.78	11.2708	38	56.354	0.16	27.3333333333333	29612	Yes	1.05567009296362	53.3822075434528	0.976063520472036	57.7359964982059
Blasche-S3_P3-A10	Lysine	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.035	165627	2.361	5123.41	75.6905	38	378.4525	0.16	1370	198000	Yes	1.05567009296362	358.495047385076	0.976063520472036	387.733474371602
Blasche-S3_P3-A10	Glutamine	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.038	212	2.015	1.89	0.2851	38	1.4255	0.16	152.666666666667	116342.333333333	Yes	1.05567009296362	1.3503271613939	0.976063520472036	1.46045822848764
Blasche-S3_P3-A10	Methionine	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.047	13241	1.43	62.28	10.3708	38	51.854	0.16	354.333333333333	55165.6666666667	Yes	1.05567009296362	49.1195121900522	0.976063520472036	53.1256408137483
Blasche-S3_P3-A10	GABA	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.037	1514	2.153	13	0.7807	38	3.9035	0.16	465.333333333333	29886.6666666667	Yes	1.05567009296362	3.6976514026665	0.976063520472036	3.99922742539566
Blasche-S3_P3-A10	Cadaverine	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.038	61945	2.153	153.73	0.8068	38	4.034	0.16	17316	1409136	Yes	1.05567009296362	3.82126956791512	0.976063520472036	4.13292774024493
Blasche-S3_P3-A10	Proline	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.082	44681	2.33	118.69	10.6197	38	53.0985	0.8	2227	186747.333333333	Yes	1.05567009296362	50.298384271676	0.976063520472036	54.4006602913722
Blasche-S3_P3-A10	Phenylalanine	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.053	172610	1.209	458.66	22.0291	38	110.1455	0.16	1648.33333333333	642319.333333333	Yes	1.05567009296362	104.337046899552	0.976063520472036	112.846651564985
Blasche-S3_P3-A10	Valine	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.041	232621	1.505	242.49	48.3489	38	241.7445	0.16	2533.33333333333	417411	Yes	1.05567009296362	228.996257080034	0.976063520472036	247.67291772475
Blasche-S3_P3-A10	Histidine	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.04	34214	2.307	505.04	3.7516	38	18.758	0.8	3225	427967.333333333	Yes	1.05567009296362	17.7688087642419	0.976063520472036	19.2180115397904
Blasche-S3_P3-A10	Dopamine	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.053	156	0.907	15.49	0.0023	38	0.0115	0.16	9271.66666666667	3151562.33333333	Lower	1.05567009296362	0.0108935547920238	0.976063520472036	0.0117820200825029
Blasche-S3_P3-A10	Alanine	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.037	104307	1.804	1023.95	99.1957	38	495.9785	0.16	951	105926	Yes	1.05567009296362	469.823388297022	0.976063520472036	508.14162152084
Blasche-S3_P3-A10	Aspartic acid	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.076	6252	2.172	31.14	22.3056	38	111.528	0.16	58	27590.3333333333	Yes	1.05567009296362	105.646641638681	0.976063520472036	114.263055283598
Blasche-S3_P3-A10	Agmatine	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.037	3990	2.115	121.21	0.0141	38	0.0705	0.16	49151.3333333333	1493261.33333333	Lower	1.05567009296362	0.0667822272032761	0.976063520472036	0.0722289057231699
Blasche-S3_P3-A10	Isoleucine	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.053	338960	1.289	341.93	21.3018	38	106.509	0.16	3871.66666666667	1031824.33333333	Yes	1.05567009296362	100.892315421188	0.976063520472036	109.1209719102
Blasche-S3_P3-A10	Glutamic acid	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.034	24070	2.02	69.8	29.6054	38	148.027	0.16	284.333333333333	80132	Yes	1.05567009296362	140.220890017296	0.976063520472036	151.657137978492
Blasche-S3_P3-A10	Ornithine	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.039	7042	2.383	151.64	2.0554	38	10.277	0.16	361	134187.333333333	Yes	1.05567009296362	9.73504892153289	0.976063520472036	10.5290278598158
Blasche-S3_P3-A10	Leucine	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.053	660132	1.194	17204.16	57.4161	38	287.0805	0.16	4180.66666666667	1064541.66666667	Yes	1.05567009296362	271.941491867094	0.976063520472036	294.120714460432
Blasche-S3_P3-A10	Kynurenine	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.043	378	1.312	26.56	0.0458	38	0.229	0.16	1008.33333333333	716755.333333333	Lower	1.05567009296362	0.216923830206386	0.976063520472036	0.234615878164623
Blasche-S3_P3-A10	Glycine	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.036	1686	1.919	300.68	62.7681	38	313.8405	0.16	24.3333333333333	2570.66666666667	Yes	1.05567009296362	297.290320235316	0.976063520472036	321.536962930674
Blasche-S3_P3-A10	Pyridoxamine	Blasche-S3_P3-A10.d	11/7/23 18:37	P3-A10	Sample	0.2	0	0.062	853	1.822	14.43	0.0018	38	0.009	0.16	59651.6666666667	5190994	Lower	1.05567009296362	0.0085253907068012	0.976063520472036	0.00922071136891531
Blasche-S3_P3-A11	Phenylalanine	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.056	171939	1.203	6287.5	21.9306	121	109.653	0.16	1648.33333333333	642319.333333333	Yes	0.985512376005426	111.264964976347	1.01934151564574	107.572386993908
Blasche-S3_P3-A11	Proline	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.082	46461	2.324	191.14	11.0464	121	55.232	0.8	2227	186747.333333333	Yes	0.985512376005426	56.0439435817861	1.01934151564574	54.1839993292252
Blasche-S3_P3-A11	Kynurenine	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.047	396	1.307	46.7	0.0485	121	0.2425	0.16	1008.33333333333	716755.333333333	Lower	0.985512376005426	0.246064895686977	1.01934151564574	0.237898678978438
Blasche-S3_P3-A11	Threonine	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.04	22843	1.881	839.86	12.3016	121	61.508	0.16	324	167510	Yes	0.985512376005426	62.4122045522251	1.01934151564574	60.3409152437352
Blasche-S3_P3-A11	Serine	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.037	15040	2.022	655.03	23.5913	121	117.9565	0.16	149.333333333333	56241.6666666667	Yes	0.985512376005426	119.690531414849	1.01934151564574	115.718332069774
Blasche-S3_P3-A11	Glycine	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.037	1846	1.919	22.08	69.5564	121	347.782	0.16	24.3333333333333	2570.66666666667	Yes	0.985512376005426	352.894604337354	1.01934151564574	341.183003597853
Blasche-S3_P3-A11	Pyridoxal	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.079	808	0.428	43.73	0.0019	121	0.0095	0.16	63937	3253749.33333333	Lower	0.985512376005426	0.00963965570732488	1.01934151564574	0.00931974206307285
Blasche-S3_P3-A11	GABA	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.037	1388	2.147	114.94	0.7032	121	3.516	0.16	465.333333333333	29886.6666666667	Yes	0.985512376005426	3.56768731231098	1.01934151564574	3.44928558881728
Blasche-S3_P3-A11	Citrulline	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.034	774	2.087	487.31	0.4575	121	2.2875	0.16	313.666666666667	398619.333333333	Yes	0.985512376005426	2.32112762426375	1.01934151564574	2.24409578623991
Blasche-S3_P3-A11	Glutamic acid	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.035	25269	2.025	228.14	31.0956	121	155.478	0.16	284.333333333333	80132	Yes	0.985512376005426	157.76362000668	1.01934151564574	152.527879629731
Blasche-S3_P3-A11	Aspartic acid	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.076	6709	2.172	103.34	23.9455	121	119.7275	0.16	58	27590.3333333333	Yes	0.985512376005426	121.487566178815	1.01934151564574	117.455728195427
Blasche-S3_P3-A11	Glutamine	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.038	309	2.015	13.56	0.3871	121	1.9355	0.16	152.666666666667	116342.333333333	Yes	0.985512376005426	1.96395301279235	1.01934151564574	1.89877481716605
Blasche-S3_P3-A11	Arginine	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.056	200921	2.327	4508.77	171.6559	121	858.2795	0.16	2433	150733	Upper	0.985512376005426	870.896724279468	1.01934151564574	841.994058739277
Blasche-S3_P3-A11	Methionine	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.05	13520	1.425	124.51	10.6254	121	53.127	0.16	354.333333333333	55165.6666666667	Yes	0.985512376005426	53.907998817163	1.01934151564574	52.1189406931443
Blasche-S3_P3-A11	Tyrosine	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.043	4368	1.597	252.13	1.2503	121	6.2515	0.064	258	151604	Yes	0.985512376005426	6.34340080572015	1.01934151564574	6.13288079024209
Blasche-S3_P3-A11	Pyridoxamine	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.059	916	1.827	35.88	0.0019	121	0.0095	0.16	59651.6666666667	5190994	Lower	0.985512376005426	0.00963965570732488	1.01934151564574	0.00931974206307285
Blasche-S3_P3-A11	AABA	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.04	5244	1.662	67.79	1.1642	121	5.821	0.16	833	442076.333333333	Yes	0.985512376005426	5.90657219708822	1.01934151564574	5.71054932096285
Blasche-S3_P3-A11	Tryptophan	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.051	64809	1.281	9412.53	6.129	121	30.645	0.16	1417.33333333333	831942	Yes	0.985512376005426	31.0954999106285	1.01934151564574	30.0635258445124
Blasche-S3_P3-A11	Ornithine	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.039	7212	2.383	271.84	2.1058	121	10.529	0.16	361	134187.333333333	Yes	0.985512376005426	10.6837826255183	1.01934151564574	10.3292172823257
Blasche-S3_P3-A11	Pyridoxine	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.057	1699	0.533	293.31	0.0027	121	0.0135	0.16	103557.666666667	5421523.66666667	Lower	0.985512376005426	0.013698458110409	1.01934151564574	0.0132438439843667
Blasche-S3_P3-A11	Cadaverine	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.039	62402	2.148	845.71	0.8138	121	4.069	0.16	17316	1409136	Yes	0.985512376005426	4.12881674453736	1.01934151564574	3.99179267943615
Blasche-S3_P3-A11	Lysine	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.037	172031	2.355	504.45	80.2609	121	401.3045	0.16	1370	198000	Yes	0.985512376005426	407.203917242122	1.01934151564574	393.689939868465
Blasche-S3_P3-A11	Dopamine	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.048	345	0.901	5.4	0.0062	121	0.031	0.16	9271.66666666667	3151562.33333333	Lower	0.985512376005426	0.0314557186239022	1.01934151564574	0.0304117898900272
Blasche-S3_P3-A11	Asparagine	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.037	3441	2.052	117.13	11.6349	121	58.1745	0.16	27.3333333333333	29612	Yes	0.985512376005426	59.0297000995548	1.01934151564574	57.070666805077
Blasche-S3_P3-A11	Histidine	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.041	38070	2.301	273.28	4.2244	121	21.122	0.8	3225	427967.333333333	Yes	0.985512376005426	21.4325060894859	1.01934151564574	20.7212201953921
Blasche-S3_P3-A11	Valine	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.043	242430	1.505	615.06	50.9155	121	254.5775	0.16	2533.33333333333	417411	Yes	0.985512376005426	258.319942192789	1.01934151564574	249.747014217045
Blasche-S3_P3-A11	Leucine	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.056	680004	1.194	8	59.4418	121	297.209	0.16	4180.66666666667	1064541.66666667	Yes	0.985512376005426	301.57815085456	1.01934151564574	291.569601981455
Blasche-S3_P3-A11	Alanine	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.038	109371	1.804	300.34	105.2285	121	526.1425	0.16	951	105926	Upper	0.985512376005426	533.877110841177	1.01934151564574	516.159198781085
Blasche-S3_P3-A11	Agmatine	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.038	4533	2.115	578.72	0.0162	121	0.081	0.16	49151.3333333333	1493261.33333333	Lower	0.985512376005426	0.0821907486624542	1.01934151564574	0.0794630639062
Blasche-S3_P3-A11	Isoleucine	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.057	364365	1.289	426.41	23.5491	121	117.7455	0.16	3871.66666666667	1031824.33333333	Yes	0.985512376005426	119.476429588086	1.01934151564574	115.511335693426
Blasche-S3_P3-A11	Homoserine	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.035	235	1.908	4.59	0.5876	121	2.938	0.16	74.3333333333333	35731	Yes	0.985512376005426	2.98119036506531	1.01934151564574	2.88225286119032
Blasche-S3_P3-A11	Nicotinic Acid	Blasche-S3_P3-A11.d	11/8/23 0:11	P3-A11	Sample	0.2	0	0.04	4370	0.419	25.97	0.0697	121	0.3485	0.16	9843	1128558	Lower	0.985512376005426	0.353623159368707	1.01934151564574	0.341887379892725
Blasche-S3_P3-A12	Pyridoxamine	Blasche-S3_P3-A12.d	11/8/23 0:38	P3-A12	Sample	0.2	0	0.062	948	1.817	27.78	0.002	128	0.01	0.16	59651.6666666667	5190994	Lower	0.987389240324955	0.0101277182205358	0.958763390099383	0.0104301020494362
Blasche-S3_P3-A12	Serine	Blasche-S3_P3-A12.d	11/8/23 0:38	P3-A12	Sample	0.2	0	0.037	14251	2.027	1016.26	22.2394	128	111.197	0.16	149.333333333333	56241.6666666667	Yes	0.987389240324955	112.617188296891	0.958763390099383	115.979605759116
